;date;T. Max.;T. Min.;H. Max.;H. Min.;P. Max.;P. Min.;Vel.;Precipitación;T. Amp.;P. Amp.;H. Amp.;T. med1.;P. med1.;H. med1.
2014-08-16;20140816;31.8;12.1;61;12;1019.8;1002.4;32.0;0.0;19.700000000000003;17.399999999999977;49;21.95;1011.0999999999999;36.5
2014-08-17;20140817;20.3;20.1;32;32;1018.0;1017.8;15.0;0.0;0.1999999999999993;0.20000000000004547;0;20.200000000000003;1017.9;32.0
2014-08-18;20140818;32.2;18.1;72;26;1012.9;1007.4;49.0;0.0;14.100000000000001;5.5;46;25.150000000000002;1010.15;49.0
2014-08-19;20140819;32.0;15.5;80;11;1011.9;1009.0;34.0;0.0;16.5;2.8999999999999773;69;23.75;1010.45;45.5
2014-08-20;20140820;31.0;15.8;56;18;1013.9;1011.4;27.0;0.0;15.2;2.5;38;23.4;1012.65;37.0
2014-08-21;20140821;31.8;14.6;61;14;1014.8;1010.7;38.0;0.0;17.200000000000003;4.099999999999909;47;23.2;1012.75;37.5
2014-08-22;20140822;28.2;17.2;77;23;1015.0;1011.3;38.0;0.3;11.0;3.7000000000000455;54;22.7;1013.15;50.0
2014-08-23;20140823;31.5;12.1;69;19;1017.6;1013.9;31.0;0.0;19.4;3.7000000000000455;50;21.8;1015.75;44.0
2014-08-24;20140824;33.3;15.7;44;16;1018.6;1014.3;30.0;0.0;17.599999999999998;4.300000000000068;28;24.5;1016.45;30.0
2014-08-25;20140825;34.7;17.6;33;2;1017.9;1012.2;39.0;0.0;17.1;5.699999999999932;31;26.150000000000002;1015.05;17.5
2014-08-26;20140826;33.5;21.6;46;21;1014.3;1011.9;45.0;0.0;11.899999999999999;2.3999999999999773;25;27.55;1013.0999999999999;33.5
2014-08-27;20140827;35.5;20.2;66;10;1016.1;1013.0;39.0;0.0;15.3;3.1000000000000227;56;27.85;1014.55;38.0
2014-08-28;20140828;35.7;17.9;44;10;1002.9;999.3;38.0;0.0;17.800000000000004;3.6000000000000227;34;26.8;1001.0999999999999;27.0
2014-08-29;20140829;35.3;20.7;51;19;1015.2;1000.4;33.0;0.0;14.599999999999998;14.800000000000068;32;28.0;1007.8;35.0
2014-08-30;20140830;30.0;19.1;69;42;1015.8;1013.9;25.0;0.0;10.899999999999999;1.8999999999999773;27;24.55;1014.8499999999999;55.5
2014-08-31;20140831;33.3;18.5;73;23;1015.8;1013.2;27.0;0.0;14.799999999999997;2.599999999999909;50;25.9;1014.5;48.0
2014-09-01;20140901;35.6;17.5;61;20;1016.4;1011.8;33.0;0.0;18.1;4.600000000000023;41;26.55;1014.0999999999999;40.5
2014-09-02;20140902;38.6;19.7;50;10;1014.0;1008.8;43.0;0.0;18.900000000000002;5.2000000000000455;40;29.15;1011.4;30.0
2014-09-03;20140903;33.7;19.3;57;22;1012.3;1008.7;28.0;0.0;14.400000000000002;3.599999999999909;35;26.5;1010.5;39.5
2014-09-04;20140904;32.5;17.6;61;24;1012.5;1009.7;27.0;0.0;14.899999999999999;2.7999999999999545;37;25.05;1011.1;42.5
2014-09-05;20140905;33.1;17.6;54;19;1013.9;1010.3;30.0;0.0;15.5;3.6000000000000227;35;25.35;1012.0999999999999;36.5
2014-09-06;20140906;30.6;17.3;49;22;1013.0;1009.7;40.0;0.0;13.3;3.2999999999999545;27;23.950000000000003;1011.35;35.5
2014-09-07;20140907;29.5;16.8;60;25;1011.9;1008.8;37.0;0.0;12.7;3.1000000000000227;35;23.15;1010.3499999999999;42.5
2014-09-08;20140908;29.5;15.8;73;27;1014.8;1009.9;27.0;5.0;13.7;4.899999999999977;46;22.65;1012.3499999999999;50.0
2014-09-09;20140909;29.7;16.0;74;20;1014.6;1009.7;25.0;0.0;13.7;4.899999999999977;54;22.85;1012.1500000000001;47.0
2014-09-10;20140910;31.7;16.5;79;11;1014.2;1009.6;38.0;0.0;15.2;4.600000000000023;68;24.1;1011.9000000000001;45.0
2014-09-11;20140911;30.2;18.6;53;22;1014.0;1011.0;31.0;8.0;11.599999999999998;3.0;31;24.4;1012.5;37.5
2014-09-12;20140912;30.4;16.0;66;26;1015.5;1012.8;31.0;0.8;14.399999999999999;2.7000000000000455;40;23.2;1014.15;46.0
2014-09-26;20140926;20.1;8.8;78;44;1021.1;1019.3;10.0;0.0;11.3;1.8000000000000682;34;14.450000000000001;1020.2;61.0
2014-09-29;20140929;26.3;14.0;99;33;1021.7;1019.4;26.0;0.0;12.3;2.300000000000068;66;20.15;1020.55;66.0
2014-09-30;20140930;28.9;11.2;88;21;1023.1;1020.5;19.0;0.0;17.7;2.6000000000000227;67;20.049999999999997;1021.8;54.5
2014-10-01;20141001;27.7;13.7;84;33;1023.4;1020.8;21.0;0.0;14.0;2.6000000000000227;51;20.7;1022.0999999999999;58.5
2014-10-02;20141002;28.5;13.9;86;29;1023.2;1019.0;19.0;0.0;14.6;4.2000000000000455;57;21.2;1021.1;57.5
2014-10-03;20141003;26.8;13.4;87;37;1021.4;1017.2;26.0;0.0;13.4;4.199999999999932;50;20.1;1019.3;62.0
2014-10-04;20141004;27.8;12.7;78;28;1018.0;1014.3;26.0;0.0;15.100000000000001;3.7000000000000455;50;20.25;1016.15;53.0
2014-10-05;20141005;26.2;12.3;72;26;1015.6;1010.7;34.0;0.0;13.899999999999999;4.899999999999977;46;19.25;1013.1500000000001;49.0
2014-10-06;20141006;25.9;10.6;80;30;1012.1;1008.9;28.0;0.0;15.299999999999999;3.2000000000000455;50;18.25;1010.5;55.0
2014-10-07;20141007;23.1;11.6;91;41;1014.0;1010.3;27.0;0.0;11.500000000000002;3.7000000000000455;50;17.35;1012.15;66.0
2014-10-08;20141008;24.1;11.2;91;49;1012.8;1008.8;46.0;0.0;12.900000000000002;4.0;42;17.65;1010.8;70.0
2014-10-09;20141009;17.7;14.3;99;82;1012.1;1009.4;36.0;16.8;3.3999999999999986;2.7000000000000455;17;16.0;1010.75;90.5
2014-10-10;20141010;21.8;12.5;99;52;1013.2;1009.6;23.0;14.7;9.3;3.6000000000000227;47;17.15;1011.4000000000001;75.5
2014-10-11;20141011;18.5;13.4;99;73;1013.0;1010.3;21.0;3.9;5.1;2.7000000000000455;26;15.95;1011.65;86.0
2014-10-12;20141012;19.2;10.5;98;48;1007.8;1004.0;54.0;5.4;8.7;3.7999999999999545;50;14.85;1005.9;73.0
2014-10-13;20141013;17.3;10.0;99;10;1009.4;1006.2;38.0;3.6;7.300000000000001;3.199999999999932;89;13.65;1007.8;54.5
2014-10-14;20141014;14.7;8.8;99;65;1010.4;1004.0;31.0;12.3;5.899999999999999;6.399999999999977;34;11.75;1007.2;82.0
2014-10-15;20141015;13.7;6.4;99;73;1014.4;1011.0;15.0;2.7;7.299999999999999;3.3999999999999773;26;10.05;1012.7;86.0
2014-10-16;20141016;22.2;13.2;99;52;1015.9;1013.1;39.0;1.2;9.0;2.7999999999999545;47;17.7;1014.5;75.5
2014-10-17;20141017;22.7;13.8;95;49;1018.5;1015.4;30.0;0.0;8.899999999999999;3.1000000000000227;46;18.25;1016.95;72.0
2014-10-18;20141018;21.0;11.3;98;61;1019.5;1017.7;10.0;0.0;9.7;1.7999999999999545;37;16.15;1018.6;79.5
2014-10-19;20141019;28.6;13.5;73;26;1021.7;1019.2;17.0;0.0;15.100000000000001;2.5;47;21.05;1020.45;49.5
2014-10-20;20141020;29.8;13.1;70;21;1022.5;1019.2;11.0;0.0;16.700000000000003;3.2999999999999545;49;21.45;1020.85;45.5
2014-10-21;20141021;29.1;14.1;65;21;1024.8;1021.5;32.0;0.0;15.000000000000002;3.2999999999999545;44;21.6;1023.15;43.0
2014-10-22;20141022;26.9;12.8;68;10;1025.4;1022.5;25.0;0.0;14.099999999999998;2.900000000000091;58;19.85;1023.95;39.0
2014-10-23;20141023;27.2;10.4;66;10;1024.3;1020.8;15.0;0.0;16.799999999999997;3.5;56;18.8;1022.55;38.0
2014-10-24;20141024;27.4;11.0;65;15;1022.0;1019.0;18.0;0.0;16.4;3.0;50;19.2;1020.5;40.0
2014-10-25;20141025;28.2;12.2;70;19;1020.4;1017.7;18.0;0.0;16.0;2.699999999999932;51;20.2;1019.05;44.5
2014-10-26;20141026;28.2;11.6;65;19;1021.4;1018.2;19.0;0.0;16.6;3.199999999999932;46;19.9;1019.8;42.0
2014-10-27;20141027;25.9;11.1;67;25;1019.8;1016.7;17.0;0.0;14.799999999999999;3.099999999999909;42;18.5;1018.25;46.0
2014-10-28;20141028;23.6;9.7;82;38;1016.2;1012.9;17.0;0.0;13.900000000000002;3.300000000000068;44;16.65;1014.55;60.0
2014-10-29;20141029;25.1;10.9;84;30;1017.4;1014.2;19.0;0.0;14.200000000000001;3.199999999999932;54;18.0;1015.8;57.0
2014-10-30;20141030;26.0;10.8;78;25;1019.5;1012.0;20.0;0.0;15.2;7.5;53;18.4;1015.75;51.5
2014-10-31;20141031;27.3;10.5;73;21;1021.5;1010.0;18.0;0.0;16.8;11.5;52;18.9;1015.75;47.0
2014-11-01;20141101;24.2;9.6;76;28;1016.0;1013.2;17.0;0.0;14.6;2.7999999999999545;48;16.9;1014.6;52.0
2014-11-02;20141102;20.2;9.5;99;49;1013.8;1008.4;43.0;6.9;10.7;5.399999999999977;50;14.85;1011.0999999999999;74.0
2014-11-03;20141103;12.2;7.4;99;77;1009.0;993.8;52.0;11.0;4.799999999999999;15.200000000000045;22;9.8;1001.4;88.0
2014-11-04;20141104;11.4;5.3;99;50;996.1;989.9;50.0;9.4;6.1000000000000005;6.2000000000000455;49;8.35;993.0;74.5
2014-11-05;20141105;12.5;4.7;82;46;1005.6;996.3;44.0;1.3;7.8;9.300000000000068;36;8.6;1000.95;64.0
2014-11-06;20141106;15.7;5.0;76;38;1008.0;1005.4;27.0;0.0;10.7;2.6000000000000227;38;10.35;1006.7;57.0
2014-11-07;20141107;19.7;7.2;99;49;1007.9;1005.1;40.0;3.6;12.5;2.7999999999999545;50;13.45;1006.5;74.0
2014-11-08;20141108;15.5;6.1;99;47;1007.7;1000.2;39.0;0.9;9.4;7.5;52;10.8;1003.95;73.0
2014-11-09;20141109;12.4;3.9;97;10;1004.4;998.7;38.0;0.0;8.5;5.699999999999932;87;8.15;1001.55;53.5
2014-11-10;20141110;13.9;1.7;92;44;1005.5;1001.2;27.0;1.8;12.200000000000001;4.2999999999999545;48;7.8;1003.35;68.0
2014-11-11;20141111;12.0;5.0;99;79;1001.3;992.8;19.0;15.1;7.0;8.5;20;8.5;997.05;89.0
2014-11-12;20141112;15.2;6.0;99;69;1005.7;996.4;30.0;1.8;9.2;9.300000000000068;30;10.6;1001.05;84.0
2014-11-13;20141113;12.6;6.3;99;10;1006.2;999.9;32.0;5.8;6.3;6.300000000000068;89;9.45;1003.05;54.5
2014-11-14;20141114;14.2;5.8;98;73;1000.1;996.5;46.0;7.8;8.399999999999999;3.6000000000000227;25;10.0;998.3;85.5
2014-11-15;20141115;11.8;4.9;99;63;1003.6;998.0;44.0;4.4;6.9;5.600000000000023;36;8.350000000000001;1000.8;81.0
2014-11-16;20141116;14.2;6.2;89;43;1005.7;1001.6;82.0;0.3;7.999999999999999;4.100000000000023;46;10.2;1003.6500000000001;66.0
2014-11-17;20141117;14.0;4.8;94;35;1004.3;1000.0;52.0;0.9;9.2;4.2999999999999545;59;9.4;1002.15;64.5
2014-11-18;20141118;13.2;1.3;88;48;1005.7;1003.2;18.0;0.0;11.899999999999999;2.5;40;7.25;1004.45;68.0
2014-11-19;20141119;18.2;6.0;91;51;1009.2;1005.5;16.0;0.0;12.2;3.7000000000000455;40;12.1;1007.35;71.0
2014-11-20;20141120;22.7;7.0;90;39;1010.8;1008.0;18.0;0.0;15.7;2.7999999999999545;51;14.85;1009.4;64.5
2014-11-21;20141121;18.4;6.8;88;53;1011.1;1007.9;17.0;0.0;11.599999999999998;3.2000000000000455;35;12.6;1009.5;70.5
2014-11-22;20141122;20.6;9.7;88;49;1009.0;1004.0;17.0;0.0;10.900000000000002;5.0;39;15.15;1006.5;68.5
2014-11-23;20141123;16.8;10.9;91;61;1006.9;1003.9;17.0;2.1;5.9;3.0;30;13.850000000000001;1005.4;76.0
2014-11-24;20141124;21.4;10.0;87;41;1009.9;1007.0;13.0;0.0;11.399999999999999;2.8999999999999773;46;15.7;1008.45;64.0
2014-11-25;20141125;16.7;8.7;92;64;1010.1;1007.0;17.0;0.0;8.0;3.1000000000000227;28;12.7;1008.55;78.0
2014-11-26;20141126;16.7;5.4;99;63;1013.4;1007.0;25.0;1.8;11.299999999999999;6.399999999999977;36;11.05;1010.2;81.0
2014-11-27;20141127;10.2;5.7;96;90;1008.5;992.3;32.0;1.5;4.499999999999999;16.200000000000045;6;7.949999999999999;1000.4;93.0
2014-11-28;20141128;8.8;6.0;99;86;993.7;992.6;34.0;24.8;2.8000000000000007;1.1000000000000227;13;7.4;993.1500000000001;92.5
2014-11-29;20141129;11.0;6.0;96;82;995.3;993.1;18.0;4.7;5.0;2.199999999999932;14;8.5;994.2;89.0
2014-11-30;20141130;14.8;5.5;99;58;1026.2;995.3;92.0;0.0;9.3;30.90000000000009;41;10.15;1010.75;78.5
2014-12-01;20141201;16.2;7.6;76;42;1019.5;1015.0;54.0;0.0;8.6;4.5;34;11.899999999999999;1017.25;59.0
2014-12-02;20141202;15.9;5.3;74;72;1024.3;1023.8;44.0;0.0;10.600000000000001;0.5;2;10.6;1024.05;73.0
2014-12-03;20141203;13.9;4.4;86;47;1023.8;1020.8;17.0;0.0;9.5;3.0;39;9.15;1022.3;66.5
2014-12-04;20141204;13.7;1.3;83;40;1027.3;1021.7;21.0;0.0;12.399999999999999;5.599999999999909;43;7.5;1024.5;61.5
2014-12-05;20141205;13.9;3.1;73;36;1028.0;1027.9;27.0;0.0;10.8;0.09999999999990905;37;8.5;1027.95;54.5
2014-12-06;20141206;10.0;2.0;85;38;1020.3;1028.0;55.0;1.2;8.0;7.7000000000000455;47;6.0;1024.15;61.5
2014-12-07;20141207;13.4;1.5;81;29;1030.2;1028.2;92.0;0.0;11.9;2.0;52;7.45;1029.2;55.0
2014-12-08;20141208;15.2;0.8;80;35;1030.5;1027.3;38.0;0.0;14.399999999999999;3.2000000000000455;45;8.0;1028.9;57.5
2014-12-09;20141209;10.9;4.1;69;41;1031.9;1028.7;39.0;0.0;6.800000000000001;3.2000000000000455;28;7.5;1030.3000000000002;55.0
2014-12-10;20141210;14.8;0.5;79;41;1033.2;1030.4;32.0;0.0;14.3;2.7999999999999545;38;7.65;1031.8000000000002;60.0
2014-12-11;20141211;15.7;2.7;86;40;1032.5;1027.4;16.0;0.0;13.0;5.099999999999909;46;9.2;1029.95;63.0
2014-12-12;20141212;12.6;1.3;89;52;1027.5;1017.7;21.0;0.0;11.299999999999999;9.799999999999955;37;6.95;1022.6;70.5
2014-12-13;20141213;8.7;4.2;97;83;1018.1;1013.5;26.0;7.2;4.499999999999999;4.600000000000023;14;6.449999999999999;1015.8;90.0
2014-12-14;20141214;7.6;5.8;99;83;1017.3;1014.5;18.0;11.1;1.7999999999999998;2.7999999999999545;16;6.699999999999999;1015.9;91.0
2014-12-15;20141215;15.2;5.1;91;44;1020.9;1016.5;31.0;0.3;10.1;4.399999999999977;47;10.149999999999999;1018.7;67.5
2014-12-16;20141216;14.7;4.5;76;44;1020.8;1018.6;53.0;0.0;10.2;2.199999999999932;32;9.6;1019.7;60.0
2014-12-17;20141217;15.1;3.8;84;52;1028.5;1023.5;33.0;0.0;11.3;5.0;32;9.45;1026.0;68.0
2014-12-18;20141218;20.0;3.8;84;32;1031.5;1027.9;12.0;0.0;16.2;3.599999999999909;52;11.9;1029.7;58.0
2014-12-19;20141219;18.7;4.7;88;40;1033.3;1029.9;17.0;0.0;14.0;3.3999999999998636;48;11.7;1031.6;64.0
2014-12-20;20141220;20.3;3.3;86;30;1035.1;1032.3;23.0;0.0;17.0;2.7999999999999545;56;11.8;1033.6999999999998;58.0
2014-12-21;20141221;16.7;2.4;85;34;1035.1;1031.5;17.0;0.0;14.299999999999999;3.599999999999909;51;9.549999999999999;1033.3;59.5
2014-12-22;20141222;19.6;3.2;85;18;1033.8;1030.9;13.0;0.0;16.400000000000002;2.8999999999998636;67;11.4;1032.35;51.5
2014-12-23;20141223;14.9;1.9;72;24;1032.2;1028.4;11.0;0.0;13.0;3.7999999999999545;48;8.4;1030.3000000000002;48.0
2014-12-24;20141224;14.3;0.8;84;41;1031.7;1029.0;16.0;0.0;13.5;2.7000000000000455;43;7.550000000000001;1030.35;62.5
2014-12-25;20141225;16.2;0.1;89;31;1033.8;1031.2;18.0;0.0;16.099999999999998;2.599999999999909;58;8.15;1032.5;60.0
2014-12-26;20141226;14.9;2.2;92;48;1033.7;1030.7;13.0;0.0;12.7;3.0;44;8.55;1032.2;70.0
2014-12-27;20141227;11.7;1.5;95;41;1031.2;1020.2;54.0;0.0;10.2;11.0;54;6.6;1025.7;68.0
2014-12-28;20141228;10.4;1.7;86;43;1024.3;1016.6;52.0;0.3;8.700000000000001;7.699999999999932;43;6.05;1020.45;64.5
2014-12-29;20141229;10.4;-0.2;54;16;1035.7;1024.6;52.0;0.0;10.6;11.100000000000136;38;5.1000000000000005;1030.15;35.0
2014-12-30;20141230;15.5;2.8;52;17;1035.4;930.2;26.0;0.0;12.7;105.20000000000005;35;9.15;982.8000000000001;34.5
2014-12-31;20141231;16.9;-0.9;58;16;1034.1;1030.6;21.0;0.0;17.799999999999997;3.5;42;7.999999999999999;1032.35;37.0
2015-01-01;20150101;15.5;3.4;49;19;1037.6;1032.5;15.0;0.0;12.1;5.099999999999909;30;9.45;1035.05;34.0
2015-01-02;20150102;19.8;2.0;44;14;1040.3;1037.3;16.0;0.0;17.8;3.0;30;10.9;1038.8;29.0
2015-01-03;20150103;17.4;3.4;48;17;1040.3;1037.2;15.0;0.0;13.999999999999998;3.099999999999909;31;10.399999999999999;1038.75;32.5
2015-01-04;20150104;20.5;4.9;54;15;1038.2;1033.0;17.0;0.0;15.6;5.2000000000000455;39;12.7;1035.6;34.5
2015-01-05;20150105;17.1;4.2;72;25;1032.9;1028.1;13.0;0.0;12.900000000000002;4.800000000000182;47;10.65;1030.5;48.5
2015-01-06;20150106;15.1;2.0;75;32;1028.6;1028.0;15.0;0.0;13.1;0.599999999999909;43;8.55;1028.3;53.5
2015-01-07;20150107;14.8;-0.3;61;23;1033.9;1029.2;15.0;0.0;15.100000000000001;4.7000000000000455;38;7.25;1031.5500000000002;42.0
2015-01-08;20150108;17.3;1.0;64;20;1041.7;1034.2;17.0;0.0;16.3;7.5;44;9.15;1037.95;42.0
2015-01-09;20150109;19.2;2.4;66;22;1044.5;1041.9;11.0;0.0;16.8;2.599999999999909;44;10.799999999999999;1043.2;44.0
2015-01-10;20150110;20.6;4.6;58;16;1043.1;1033.1;15.0;0.0;16.0;10.0;42;12.600000000000001;1038.1;37.0
2015-01-11;20150111;19.5;3.8;81;28;1035.1;1032.5;25.0;0.0;15.7;2.599999999999909;53;11.65;1033.8;54.5
2015-01-12;20150112;16.5;2.4;81;35;1035.9;1030.0;21.0;0.0;14.1;5.900000000000091;46;9.45;1032.95;58.0
2015-01-13;20150113;14.0;1.3;90;51;1029.9;1025.7;21.0;0.0;12.7;4.2000000000000455;39;7.65;1027.8000000000002;70.5
2015-01-14;20150114;6.1;1.6;99;79;1030.1;1026.1;11.0;0.0;4.5;4.0;20;3.8499999999999996;1028.1;89.0
2015-01-15;20150115;6.5;3.6;99;98;1026.1;1011.6;36.0;3.0;2.9;14.499999999999886;1;5.05;1018.8499999999999;98.5
2015-01-16;20150116;8.3;1.1;99;43;1021.7;1010.2;49.0;4.5;7.200000000000001;11.5;56;4.7;1015.95;71.0
2015-01-17;20150117;10.1;0.0;72;24;1026.2;1020.0;23.0;0.3;10.1;6.2000000000000455;48;5.05;1023.1;48.0
2015-01-18;20150118;2.2;-2.2;99;68;1020.5;1008.4;7.0;1.5;4.4;12.100000000000023;31;0.0;1014.45;83.5
2015-01-19;20150119;8.9;0.1;99;36;1014.1;1007.6;46.0;4.2;8.8;6.5;63;4.5;1010.85;67.5
2015-01-20;20150120;6.7;0.0;77;48;1013.7;1008.9;30.0;0.0;6.7;4.800000000000068;29;3.35;1011.3;62.5
2015-01-21;20150121;7.1;-0.1;87;49;1012.8;999.4;43.0;1.2;7.199999999999999;13.399999999999977;38;3.5;1006.0999999999999;68.0
2015-01-22;20150122;6.9;0.5;80;49;1020.1;1010.0;73.0;0.3;6.4;10.100000000000023;31;3.7;1015.05;64.5
2015-01-23;20150123;9.3;0.0;56;29;1025.9;1020.2;92.0;0.0;9.3;5.7000000000000455;27;4.65;1023.0500000000001;42.5
2015-01-24;20150124;16.1;-2.3;67;16;1029.5;1025.7;38.0;0.0;18.400000000000002;3.7999999999999545;51;6.9;1027.6;41.5
2015-01-25;20150125;16.4;2.9;65;15;1029.6;1026.8;37.0;0.0;13.499999999999998;2.7999999999999545;50;9.649999999999999;1028.1999999999998;40.0
2015-01-26;20150126;17.5;2.7;51;19;1030.1;1027.6;21.0;0.0;14.8;2.5;32;10.1;1028.85;35.0
2015-01-27;20150127;16.2;2.3;78;33;1031.0;1026.9;30.0;0.0;13.899999999999999;4.099999999999909;45;9.25;1028.95;55.5
2015-01-28;20150128;17.1;1.9;76;18;1027.6;1023.2;34.0;0.0;15.200000000000001;4.399999999999864;58;9.5;1025.4;47.0
2015-01-29;20150129;13.7;4.8;92;36;1023.2;1008.0;64.0;3.3;8.899999999999999;15.200000000000045;56;9.25;1015.6;64.0
2015-01-30;20150130;13.1;8.8;97;67;1008.0;995.7;56.0;23.4;4.299999999999999;12.299999999999955;30;10.95;1001.85;82.0
2015-01-31;20150131;9.6;1.5;87;41;1008.3;993.9;67.0;8.1;8.1;14.399999999999977;46;5.55;1001.0999999999999;64.0
2015-02-01;20150201;5.7;-0.1;70;50;1016.6;1008.1;41.0;0.0;5.8;8.5;20;2.8000000000000003;1012.35;60.0
2015-02-02;20150202;4.0;0.9;99;63;1015.7;1002.7;31.0;7.2;3.1;13.0;36;2.45;1009.2;81.0
2015-02-03;20150203;7.2;0.3;99;56;1007.1;997.4;54.0;4.2;6.9;9.700000000000045;43;3.75;1002.25;77.5
2015-02-04;20150204;2.9;-2.2;99;50;1009.6;997.4;72.0;1.8;5.1;12.200000000000045;49;0.34999999999999987;1003.5;74.5
2015-02-05;20150205;4.5;-1.4;74;24;1017.3;1007.6;60.0;0.3;5.9;9.699999999999932;50;1.55;1012.45;49.0
2015-02-06;20150206;6.1;-2.2;74;39;1013.5;1010.9;40.0;0.0;8.3;2.6000000000000227;35;1.9499999999999997;1012.2;56.5
2015-02-07;20150207;2.1;-3.1;72;54;1023.0;1012.9;19.0;0.0;5.2;10.100000000000023;18;0.5;1017.95;63.0
2015-02-08;20150208;12.5;-5.3;75;22;1024.7;1020.7;19.0;0.0;17.8;4.0;53;3.6;1022.7;48.5
2015-02-09;20150209;11.7;-2.1;69;24;1025.8;1021.0;27.0;0.0;13.799999999999999;4.7999999999999545;45;4.8;1023.4;46.5
2015-02-10;20150210;11.2;1.0;78;42;1026.3;1021.6;19.0;0.0;10.2;4.699999999999932;36;6.1;1023.95;60.0
2015-02-11;20150211;6.6;1.3;93;66;1023.4;1019.8;10.0;1.8;5.3;3.6000000000000227;27;3.9499999999999997;1021.5999999999999;79.5
2015-02-12;20150212;12.3;0.4;92;46;1023.0;1019.8;16.0;0.0;11.9;3.2000000000000455;46;6.3500000000000005;1021.4;69.0
2015-02-13;20150213;10.9;0.0;99;87;1024.3;1018.3;21.0;0.3;10.9;6.0;12;5.45;1021.3;93.0
2015-02-14;20150214;12.9;5.1;94;52;1020.9;1014.3;36.0;2.4;7.800000000000001;6.600000000000023;42;9.0;1017.5999999999999;73.0
2015-02-15;20150215;13.8;5.1;99;54;1015.7;1015.0;52.0;4.2;8.700000000000001;0.7000000000000455;45;9.45;1015.35;76.5
2015-02-16;20150216;13.0;5.6;84;46;1022.6;1017.1;45.0;0.6;7.4;5.5;38;9.3;1019.85;65.0
2015-02-17;20150217;12.5;4.1;77;29;1032.3;1020.3;40.0;0.0;8.4;12.0;48;8.3;1026.3;53.0
2015-02-18;20150218;13.6;0.9;71;30;1033.7;1029.7;22.0;0.0;12.7;4.0;41;7.25;1031.7;50.5
2015-02-19;20150219;15.2;0.3;81;28;1033.3;1027.1;18.0;0.0;14.899999999999999;6.2000000000000455;53;7.75;1030.1999999999998;54.5
2015-02-20;20150220;12.6;-0.2;85;44;1028.0;1015.3;22.0;0.6;12.799999999999999;12.700000000000045;41;6.2;1021.65;64.5
2015-02-21;20150221;11.3;3.3;99;37;1015.1;1008.7;55.0;3.6;8.0;6.399999999999977;62;7.300000000000001;1011.9000000000001;68.0
2015-02-22;20150222;12.6;2.9;68;35;1018.0;1012.5;50.0;0.0;9.7;5.5;33;7.75;1015.25;51.5
2015-02-23;20150223;16.2;0.0;75;43;1019.4;1013.4;92.0;0.6;16.2;6.0;32;8.1;1016.4;59.0
2015-02-24;20150224;9.2;2.6;81;41;1028.3;1019.4;68.0;0.3;6.6;8.899999999999977;40;5.8999999999999995;1023.8499999999999;61.0
2015-02-25;20150225;12.2;3.3;74;51;1031.0;1026.1;55.0;0.0;8.899999999999999;4.900000000000091;23;7.75;1028.55;62.5
2015-02-26;20150226;17.0;7.2;77;43;1029.3;1022.5;56.0;0.0;9.8;6.7999999999999545;34;12.1;1025.9;60.0
2015-02-27;20150227;15.2;4.5;78;18;1025.4;1022.4;52.0;0.0;10.7;3.0000000000001137;60;9.85;1023.9000000000001;48.0
2015-02-28;20150228;15.0;2.4;72;43;1026.6;1023.4;45.0;0.0;12.6;3.199999999999932;29;8.7;1025.0;57.5
2015-03-01;20150301;20.4;10.0;80;42;1027.0;1024.3;34.0;0.0;10.399999999999999;2.7000000000000455;38;15.2;1025.65;61.0
2015-03-02;20150302;17.4;7.9;96;58;1028.6;1025.7;30.0;0.0;9.499999999999998;2.8999999999998636;38;12.649999999999999;1027.15;77.0
2015-03-03;20150303;20.2;3.0;97;66;1028.0;1027.5;25.0;0.0;17.2;0.5;31;11.6;1027.75;81.5
2015-03-04;20150304;17.1;1.1;74;48;1034.9;1034.8;46.0;0.0;16.0;0.10000000000013642;26;9.100000000000001;1034.85;61.0
2015-03-05;20150305;17.9;-1.0;71;14;1035.6;1030.4;33.0;0.0;18.9;5.199999999999818;57;8.45;1033.0;42.5
2015-03-06;20150306;22.4;2.4;42;10;1032.9;1030.3;18.0;0.0;20.0;2.6000000000001364;32;12.399999999999999;1031.6;26.0
2015-03-07;20150307;25.4;5.1;49;10;1033.2;1027.3;5.0;0.0;20.299999999999997;5.900000000000091;39;15.25;1030.25;29.5
2015-03-08;20150308;25.5;7.9;37;10;1027.5;1023.9;31.0;0.0;17.6;3.6000000000000227;27;16.7;1025.7;23.5
2015-03-09;20150309;24.1;5.5;23;10;1027.5;1024.6;19.0;0.0;18.6;2.900000000000091;13;14.8;1026.05;16.5
2015-03-10;20150310;23.9;5.7;31;25;1028.9;1027.1;27.0;0.0;18.2;1.800000000000182;6;14.799999999999999;1028.0;28.0
2015-03-11;20150311;23.7;6.1;41;39;1028.9;1026.5;18.0;0.0;17.6;2.400000000000091;2;14.899999999999999;1027.7;40.0
2015-03-12;20150312;22.6;4.1;59;32;1026.4;1022.4;25.0;0.0;18.5;4.000000000000114;27;13.350000000000001;1024.4;45.5
2015-03-13;20150313;19.2;6.2;63;19;1024.9;1021.6;39.0;0.0;13.0;3.300000000000068;44;12.7;1023.25;41.0
2015-03-14;20150314;14.1;2.0;63;18;1025.5;1021.7;42.0;0.0;12.1;3.7999999999999545;45;8.05;1023.6;40.5
2015-03-15;20150315;8.0;-0.3;71;40;1022.5;1020.1;21.0;0.0;8.3;2.3999999999999773;31;3.85;1021.3;55.5
