;date;T. Max.;T. Min.;H. Max.;H. Min.;P. Max.;P. Min.;Vel.;Precipitación;T. Amp.;P. Amp.;H. Amp.;T. med1.;P. med1.;H. med1.
2016-02-08;20160208;11.6;1.7;95;65;1029.8;1025.7;24.0;0.0;9.9;4.099999999999909;30;6.6499999999999995;1027.75;80.0
2016-02-09;20160209;11.8;6.5;96;67;1026.8;1016.1;56.0;0.0;5.300000000000001;10.699999999999932;29;9.15;1021.45;81.5
2016-02-10;20160210;13.7;6.8;94;65;1017.3;1011.6;58.0;0.0;6.8999999999999995;5.699999999999932;29;10.25;1014.45;79.5
2016-02-11;20160211;14.6;8.2;98;53;1014.4;1010.7;42.0;2.2;6.4;3.699999999999932;45;11.399999999999999;1012.55;75.5
2016-02-12;20160212;13.0;6.5;98;63;1014.1;1008.2;40.0;11.2;6.5;5.899999999999977;35;9.75;1011.1500000000001;80.5
2016-02-13;20160213;15.7;10.1;98;64;1009.8;1003.3;58.0;6.0;5.6;6.5;34;12.899999999999999;1006.55;81.0
2016-02-14;20160214;11.1;1.8;93;58;1007.2;999.1;66.0;0.4;9.299999999999999;8.100000000000023;35;6.45;1003.1500000000001;75.5
2016-02-15;20160215;6.9;-0.2;95;43;1026.1;1006.0;66.0;1.2;7.1000000000000005;20.09999999999991;52;3.35;1016.05;69.0
2016-02-16;20160216;6.7;-2.8;76;38;1029.3;1025.2;52.0;0.0;9.5;4.099999999999909;38;1.9500000000000002;1027.25;57.0
2016-02-17;20160217;4.9;-6.3;78;41;1028.7;1020.5;19.0;0.0;11.2;8.200000000000045;37;0.6999999999999997;1024.6;59.5
2016-02-18;20160218;8.1;1.2;96;49;1024.5;1018.8;23.0;0.2;6.8999999999999995;5.7000000000000455;47;4.6499999999999995;1021.65;72.5
2016-02-19;20160219;11.1;-2.3;91;28;1030.7;1024.5;26.0;0.0;13.399999999999999;6.2000000000000455;63;4.4;1027.6;59.5
2016-02-20;20160220;15.3;-1.9;74;18;1034.8;1029.7;16.0;0.0;17.2;5.099999999999909;56;6.7;1032.25;46.0
2016-02-21;20160221;13.0;1.7;67;26;1032.2;1024.4;23.0;0.0;11.3;7.7999999999999545;41;7.35;1028.3000000000002;46.5
2016-02-22;20160222;13.9;2.1;78;34;1025.6;1020.3;31.0;0.0;11.8;5.2999999999999545;44;8.0;1022.9499999999999;56.0
2016-02-23;20160223;14.4;5.7;75;43;1026.8;1024.1;34.0;0.0;8.7;2.7000000000000455;32;10.05;1025.4499999999998;59.0
2016-02-24;20160224;7.7;1.9;96;70;1024.6;1016.0;21.0;1.8;5.800000000000001;8.599999999999909;26;4.8;1020.3;83.0
2016-02-25;20160225;10.3;3.7;97;54;1021.4;1016.0;39.0;0.8;6.6000000000000005;5.399999999999977;43;7.0;1018.7;75.5
2016-02-26;20160226;5.6;1.2;96;69;1019.2;996.6;44.0;5.8;4.3999999999999995;22.600000000000023;27;3.4;1007.9000000000001;82.5
2016-02-27;20160227;4.1;-0.2;97;59;999.9;994.1;71.0;0.0;4.3;5.7999999999999545;38;1.9499999999999997;997.0;78.0
2016-02-28;20160228;8.1;0.1;94;62;1014.3;998.8;74.0;0.0;8.0;15.5;32;4.1;1006.55;78.0
2016-02-29;20160229;8.9;2.2;75;43;1027.5;1013.9;53.0;0.0;6.7;13.600000000000023;32;5.550000000000001;1020.7;59.0
2016-03-01;20160301;14.6;0.0;71;21;1030.1;1027.3;23.0;0.0;14.6;2.7999999999999545;50;7.3;1028.6999999999998;46.0
2016-03-02;20160302;15.1;4.5;67;33;1028.5;1019.9;53.0;0.0;10.6;8.600000000000023;34;9.8;1024.2;50.0
2016-03-03;20160303;11.7;4.2;72;48;1021.8;1017.9;42.0;0.0;7.499999999999999;3.8999999999999773;24;7.949999999999999;1019.8499999999999;60.0
2016-03-04;20160304;13.0;1.4;88;47;1017.9;1002.7;52.0;0.4;11.6;15.199999999999932;41;7.2;1010.3;67.5
2016-03-05;20160305;6.6;1.0;90;57;1013.4;1005.6;56.0;0.6;5.6;7.7999999999999545;33;3.8;1009.5;73.5
2016-03-06;20160306;7.6;0.8;77;48;1017.5;1013.3;40.0;0.0;6.8;4.2000000000000455;29;4.2;1015.4;62.5
2016-03-07;20160307;7.5;0.1;96;54;1015.5;1006.0;39.0;6.0;7.4;9.5;42;3.8;1010.75;75.0
2016-03-08;20160308;8.9;1.3;71;42;1023.2;1015.3;44.0;0.0;7.6000000000000005;7.900000000000091;29;5.1000000000000005;1019.25;56.5
2016-03-09;20160309;11.0;1.4;89;50;1022.7;1011.7;58.0;0.6;9.6;11.0;39;6.2;1017.2;69.5
2016-03-10;20160310;8.8;1.5;78;46;1021.5;1013.7;61.0;0.0;7.300000000000001;7.7999999999999545;32;5.15;1017.6;62.0
2016-03-11;20160311;12.2;0.7;74;35;1023.3;1020.0;39.0;0.0;11.5;3.2999999999999545;39;6.449999999999999;1021.65;54.5
2016-03-12;20160312;12.6;-2.2;88;35;1024.4;1021.1;19.0;0.0;14.8;3.300000000000068;53;5.199999999999999;1022.75;61.5
2016-03-13;20160313;15.1;-1.9;86;29;1023.3;1016.6;16.0;0.0;17.0;6.699999999999932;57;6.6;1019.95;57.5
2016-03-14;20160314;11.7;-1.3;78;29;1019.3;1015.2;24.0;0.0;13.0;4.099999999999909;49;5.199999999999999;1017.25;53.5
2016-03-15;20160315;13.3;-1.2;79;34;1021.3;1018.4;23.0;0.0;14.5;2.8999999999999773;45;6.050000000000001;1019.8499999999999;56.5
2016-03-16;20160316;12.3;3.3;64;29;1020.0;1016.4;42.0;0.0;9.0;3.6000000000000227;35;7.800000000000001;1018.2;46.5
2016-03-17;20160317;13.1;2.5;79;41;1019.1;1015.7;19.0;0.0;10.6;3.3999999999999773;38;7.8;1017.4000000000001;60.0
2016-03-18;20160318;12.4;0.9;93;43;1018.4;1013.6;27.0;3.6;11.5;4.7999999999999545;50;6.65;1016.0;68.0
2016-03-19;20160319;8.4;3.0;96;80;1015.8;1011.1;26.0;20.4;5.4;4.699999999999932;16;5.7;1013.45;88.0
2016-03-20;20160320;10.3;2.2;97;63;1016.6;1013.8;16.0;0.2;8.100000000000001;2.800000000000068;34;6.25;1015.2;80.0
2016-03-21;20160321;13.6;4.4;93;47;1015.1;1010.0;35.0;2.8;9.2;5.100000000000023;46;9.0;1012.55;70.0
2016-03-22;20160322;12.6;4.3;96;48;1011.4;1006.5;31.0;5.0;8.3;4.899999999999977;48;8.45;1008.95;72.0
2016-03-23;20160323;12.4;2.6;79;36;1013.9;1007.2;37.0;0.0;9.8;6.699999999999932;43;7.5;1010.55;57.5
2016-03-24;20160324;17.8;0.4;77;23;1021.7;1013.7;21.0;0.0;17.400000000000002;8.0;54;9.1;1017.7;50.0
2016-03-25;20160325;14.6;5.5;72;21;1024.4;1021.3;21.0;0.0;9.1;3.1000000000001364;51;10.05;1022.85;46.5
2016-03-26;20160326;15.2;4.5;91;61;1024.4;1018.5;32.0;0.0;10.7;5.900000000000091;30;9.85;1021.45;76.0
2016-03-27;20160327;13.1;5.1;96;36;1021.4;1017.9;42.0;0.6;8.0;3.5;60;9.1;1019.65;66.0
2016-03-28;20160328;9.6;4.9;92;65;1020.9;1017.9;16.0;0.2;4.699999999999999;3.0;27;7.25;1019.4;78.5
2016-03-29;20160329;16.4;7.4;97;55;1020.5;1016.1;26.0;0.0;8.999999999999998;4.399999999999977;42;11.899999999999999;1018.3;76.0
2016-03-30;20160330;19.3;5.6;85;34;1016.8;1007.7;39.0;0.0;13.700000000000001;9.099999999999909;51;12.45;1012.25;59.5
2016-03-31;20160331;12.7;2.3;94;46;1020.0;1004.5;44.0;0.8;10.399999999999999;15.5;48;7.5;1012.25;70.0
2016-04-01;20160401;12.2;0.6;66;32;1020.6;1015.5;37.0;0.0;11.6;5.100000000000023;34;6.3999999999999995;1018.05;49.0
2016-04-02;20160402;13.9;-0.6;77;35;1016.5;1011.4;31.0;0.0;14.5;5.100000000000023;42;6.65;1013.95;56.0
2016-04-03;20160403;10.7;5.1;86;49;1013.5;1010.3;40.0;0.2;5.6;3.2000000000000455;37;7.8999999999999995;1011.9;67.5
2016-04-04;20160404;7.2;3.7;97;86;1013.7;1002.2;15.0;16.0;3.5;11.5;11;5.45;1007.95;91.5
2016-04-05;20160405;13.7;4.4;96;43;1015.6;1003.4;48.0;0.2;9.299999999999999;12.200000000000045;53;9.05;1009.5;69.5
2016-04-06;20160406;19.0;1.9;82;25;1018.7;1014.5;27.0;0.0;17.1;4.2000000000000455;57;10.45;1016.6;53.5
2016-04-07;20160407;18.7;2.6;77;30;1017.7;1013.1;39.0;0.0;16.099999999999998;4.600000000000023;47;10.65;1015.4000000000001;53.5
2016-04-08;20160408;10.9;2.4;67;36;1017.6;1014.4;48.0;0.0;8.5;3.2000000000000455;31;6.65;1016.0;51.5
2016-04-09;20160409;15.0;4.9;67;38;1017.6;1009.3;27.0;0.0;10.1;8.300000000000068;29;9.95;1013.45;52.5
2016-04-10;20160410;10.5;4.0;93;62;1009.4;1003.4;44.0;4.4;6.5;6.0;31;7.25;1006.4;77.5
2016-04-11;20160411;9.1;3.3;95;72;1012.9;1006.4;35.0;5.0;5.8;6.5;23;6.199999999999999;1009.65;83.5
2016-04-12;20160412;9.9;4.9;97;77;1013.7;1010.8;32.0;12.2;5.0;2.900000000000091;20;7.4;1012.25;87.0
2016-04-13;20160413;13.7;5.3;97;47;1016.9;1011.7;37.0;3.0;8.399999999999999;5.199999999999932;50;9.5;1014.3;72.0
2016-04-14;20160414;15.5;6.7;92;57;1016.7;1013.0;32.0;0.0;8.8;3.7000000000000455;35;11.1;1014.85;74.5
2016-04-15;20160415;16.7;7.0;92;47;1014.5;1009.5;40.0;0.2;9.7;5.0;45;11.85;1012.0;69.5
2016-04-16;20160416;12.3;7.7;96;84;1012.5;1008.5;47.0;12.0;4.6000000000000005;4.0;12;10.0;1010.5;90.0
2016-04-17;20160417;14.2;5.9;97;56;1018.6;1012.3;29.0;5.2;8.299999999999999;6.300000000000068;41;10.05;1015.45;76.5
2016-04-18;20160418;19.7;4.5;90;34;1020.0;1016.1;23.0;0.0;15.2;3.8999999999999773;56;12.1;1018.05;62.0
2016-04-19;20160419;13.1;9.7;95;67;1018.0;1014.2;18.0;6.6;3.4000000000000004;3.7999999999999545;28;11.399999999999999;1016.1;81.0
2016-04-20;20160420;11.3;6.8;96;76;1018.6;1014.0;29.0;28.4;4.500000000000001;4.600000000000023;20;9.05;1016.3;86.0
2016-04-21;20160421;14.4;6.5;97;59;1022.6;1018.3;24.0;1.4;7.9;4.300000000000068;38;10.45;1020.45;78.0
2016-04-22;20160422;13.4;7.5;94;64;1022.5;1018.0;23.0;0.8;5.9;4.5;30;10.45;1020.25;79.0
2016-04-23;20160423;16.4;6.7;93;55;1019.5;1013.7;27.0;0.6;9.7;5.7999999999999545;38;11.549999999999999;1016.6;74.0
2016-04-24;20160424;16.1;4.3;92;42;1018.8;1017.1;35.0;0.0;11.8;1.6999999999999318;50;10.200000000000001;1017.95;67.0
2016-04-25;20160425;18.6;1.5;89;34;1018.8;1014.5;27.0;0.0;17.1;4.2999999999999545;55;10.05;1016.65;61.5
2016-04-26;20160426;19.6;4.6;71;26;1015.7;1009.5;24.0;0.0;15.000000000000002;6.2000000000000455;45;12.100000000000001;1012.6;48.5
2016-04-27;20160427;19.4;7.8;87;32;1011.3;1007.3;37.0;0.6;11.599999999999998;4.0;55;13.6;1009.3;59.5
2016-04-28;20160428;15.3;8.4;89;56;1016.0;1009.9;21.0;0.4;6.9;6.100000000000023;33;11.850000000000001;1012.95;72.5
2016-04-29;20160429;17.5;6.6;90;52;1017.7;1014.4;29.0;0.4;10.9;3.300000000000068;38;12.05;1016.05;71.0
2016-04-30;20160430;15.7;7.7;95;23;1025.7;1016.2;35.0;0.0;7.999999999999999;9.5;72;11.7;1020.95;59.0
2016-05-01;20160501;16.5;0.7;78;24;1027.7;1025.2;34.0;0.0;15.8;2.5;54;8.6;1026.45;51.0
2016-05-02;20160502;23.6;1.6;71;16;1026.9;1020.2;21.0;0.0;22.0;6.7000000000000455;55;12.600000000000001;1023.5500000000001;43.5
2016-05-03;20160503;24.9;8.2;55;22;1023.1;1017.2;19.0;0.0;16.7;5.899999999999977;33;16.549999999999997;1020.1500000000001;38.5
2016-05-04;20160504;24.8;9.8;56;21;1019.0;1013.6;19.0;0.0;15.0;5.399999999999977;35;17.3;1016.3;38.5
2016-05-05;20160505;19.9;11.1;77;31;1014.2;1009.8;31.0;0.0;8.799999999999999;4.400000000000091;46;15.5;1012.0;54.0
2016-05-06;20160506;13.6;9.3;96;70;1011.8;1007.9;31.0;11.8;4.299999999999999;3.8999999999999773;26;11.45;1009.8499999999999;83.0
2016-05-07;20160507;13.9;9.2;98;66;1008.3;1004.3;27.0;7.4;4.700000000000001;4.0;32;11.55;1006.3;82.0
2016-05-08;20160508;10.8;8.0;96;88;1004.5;999.1;58.0;7.0;2.8000000000000007;5.399999999999977;8;9.4;1001.8;92.0
2016-05-09;20160509;11.3;7.4;96;81;1010.3;1002.8;29.0;13.4;3.9000000000000004;7.5;15;9.350000000000001;1006.55;88.5
2016-05-10;20160510;13.4;7.4;97;63;1010.3;1005.4;50.0;2.6;6.0;4.899999999999977;34;10.4;1007.8499999999999;80.0
2016-05-11;20160511;14.3;6.0;96;56;1008.1;1005.6;31.0;0.8;8.3;2.5;40;10.15;1006.85;76.0
2016-05-12;20160512;13.1;6.7;97;65;1009.8;1005.8;27.0;6.0;6.3999999999999995;4.0;32;9.9;1007.8;81.0
2016-05-13;20160513;14.3;6.9;96;59;1015.9;1009.5;37.0;2.2;7.4;6.399999999999977;37;10.600000000000001;1012.7;77.5
2016-05-14;20160514;17.4;8.9;87;46;1019.9;1015.8;34.0;0.0;8.499999999999998;4.100000000000023;41;13.149999999999999;1017.8499999999999;66.5
2016-05-15;20160515;20.0;8.0;88;41;1021.5;1018.9;23.0;0.0;12.0;2.6000000000000227;47;14.0;1020.2;64.5
2016-05-16;20160516;21.5;6.2;84;24;1023.2;1019.4;27.0;0.0;15.3;3.800000000000068;60;13.85;1021.3;54.0
2016-05-17;20160517;22.6;7.9;73;29;1020.9;1014.1;19.0;0.0;14.700000000000001;6.7999999999999545;44;15.25;1017.5;51.0
2016-05-18;20160518;23.8;10.1;77;32;1015.5;1012.6;37.0;0.0;13.700000000000001;2.8999999999999773;45;16.95;1014.05;54.5
2016-05-19;20160519;23.8;11.8;67;30;1020.3;1014.7;42.0;0.0;12.0;5.599999999999909;37;17.8;1017.5;48.5
2016-05-20;20160520;25.8;9.9;72;34;1021.2;1016.5;21.0;0.0;15.9;4.7000000000000455;38;17.85;1018.85;53.0
2016-05-21;20160521;25.2;12.7;72;34;1017.4;1010.3;32.0;0.0;12.5;7.100000000000023;38;18.95;1013.8499999999999;53.0
2016-05-22;20160522;19.7;11.7;84;25;1020.8;1009.3;48.0;0.0;8.0;11.5;59;15.7;1015.05;54.5
2016-05-23;20160523;19.4;6.6;70;36;1023.8;1018.4;26.0;0.0;12.799999999999999;5.399999999999977;34;13.0;1021.0999999999999;53.0
2016-05-24;20160524;22.2;10.8;64;36;1018.9;1008.0;45.0;0.0;11.399999999999999;10.899999999999977;28;16.5;1013.45;50.0
2016-05-25;20160525;17.8;10.9;87;48;1011.9;1008.5;34.0;0.0;6.9;3.3999999999999773;39;14.350000000000001;1010.2;67.5
2016-05-26;20160526;22.4;11.2;75;35;1011.9;1010.0;29.0;0.0;11.2;1.8999999999999773;40;16.799999999999997;1010.95;55.0
2016-05-27;20160527;23.0;9.7;82;36;1014.4;1011.1;32.0;0.0;13.3;3.2999999999999545;46;16.35;1012.75;59.0
2016-05-28;20160528;18.9;9.2;91;44;1015.9;1011.7;48.0;2.4;9.7;4.199999999999932;47;14.049999999999999;1013.8;67.5
2016-05-29;20160529;16.6;8.4;94;53;1018.9;1015.4;37.0;0.6;8.200000000000001;3.5;41;12.5;1017.15;73.5
2016-05-30;20160530;18.7;8.7;90;35;1019.5;1017.2;27.0;0.2;10.0;2.2999999999999545;55;13.7;1018.35;62.5
2016-05-31;20160531;21.8;7.3;85;32;1022.2;1019.2;42.0;0.0;14.5;3.0;53;14.55;1020.7;58.5
2016-06-01;20160601;23.0;8.1;70;14;1022.0;1016.5;32.0;0.0;14.9;5.5;56;15.55;1019.25;42.0
2016-06-02;20160602;25.9;8.8;60;24;1017.6;1010.6;23.0;0.0;17.099999999999998;7.0;36;17.35;1014.1;42.0
2016-06-03;20160603;26.6;13.5;67;26;1011.5;1006.7;26.0;0.0;13.100000000000001;4.7999999999999545;41;20.05;1009.1;46.5
2016-06-04;20160604;24.9;13.7;75;34;1014.6;1008.8;32.0;0.0;11.2;5.800000000000068;41;19.299999999999997;1011.7;54.5
2016-06-05;20160605;25.8;11.8;76;23;1015.7;1013.5;26.0;0.0;14.0;2.2000000000000455;53;18.8;1014.6;49.5
2016-06-06;20160606;26.8;13.3;62;28;1018.1;1014.2;27.0;0.0;13.5;3.8999999999999773;34;20.05;1016.1500000000001;45.0
2016-06-07;20160607;29.7;14.7;69;17;1020.1;1017.3;27.0;0.0;15.0;2.800000000000068;52;22.2;1018.7;43.0
2016-06-08;20160608;31.6;16.9;55;19;1018.8;1014.3;26.0;0.0;14.700000000000003;4.5;36;24.25;1016.55;37.0
2016-06-09;20160609;31.9;18.3;61;20;1015.6;1008.3;24.0;0.0;13.599999999999998;7.300000000000068;41;25.1;1011.95;40.5
2016-06-10;20160610;27.4;19.6;62;32;1009.1;1006.3;27.0;0.0;7.799999999999997;2.800000000000068;30;23.5;1007.7;47.0
2016-06-11;20160611;26.8;15.2;76;24;1013.4;1009.0;29.0;0.0;11.600000000000001;4.399999999999977;52;21.0;1011.2;50.0
2016-06-12;20160612;27.9;16.7;58;30;1015.4;1012.4;37.0;0.0;11.2;3.0;28;22.299999999999997;1013.9;44.0
2016-06-13;20160613;27.2;17.6;69;33;1013.9;1009.5;45.0;0.0;9.599999999999998;4.399999999999977;36;22.4;1011.7;51.0
2016-06-14;20160614;24.7;13.5;68;33;1011.0;1004.7;53.0;0.0;11.2;6.2999999999999545;35;19.1;1007.85;50.5
2016-06-15;20160615;18.4;10.0;89;36;1006.0;1001.7;37.0;6.8;8.399999999999999;4.2999999999999545;53;14.2;1003.85;62.5
2016-06-16;20160616;17.1;8.8;86;42;1014.1;1005.4;35.0;0.2;8.3;8.700000000000045;44;12.950000000000001;1009.75;64.0
2016-06-17;20160617;20.2;9.9;79;36;1019.2;1014.0;37.0;0.0;10.299999999999999;5.2000000000000455;43;15.05;1016.6;57.5
2016-06-18;20160618;19.7;10.1;74;35;1026.9;1019.3;32.0;0.0;9.6;7.600000000000136;39;14.899999999999999;1023.1;54.5
2016-06-19;20160619;24.2;8.3;76;22;1027.4;1023.1;37.0;0.0;15.899999999999999;4.300000000000068;54;16.25;1025.25;49.0
2016-06-20;20160620;30.1;13.5;67;28;1024.7;1018.3;31.0;0.0;16.6;6.400000000000091;39;21.8;1021.5;47.5
2016-06-21;20160621;31.6;16.1;66;23;1020.6;1015.6;23.0;0.0;15.5;5.0;43;23.85;1018.1;44.5
2016-06-22;20160622;32.2;16.4;57;11;1018.1;1013.0;39.0;0.0;15.800000000000004;5.100000000000023;46;24.3;1015.55;34.0
2016-06-23;20160623;30.4;16.6;56;20;1018.0;1014.9;32.0;0.0;13.799999999999997;3.1000000000000227;36;23.5;1016.45;38.0
2016-06-24;20160624;31.8;17.1;52;14;1017.4;1011.7;42.0;0.0;14.7;5.699999999999932;38;24.450000000000003;1014.55;33.0
2016-06-25;20160625;30.8;17.5;62;16;1014.0;1009.7;34.0;0.0;13.3;4.2999999999999545;46;24.15;1011.85;39.0
2016-06-26;20160626;30.4;16.0;66;22;1016.9;1011.7;31.0;0.0;14.399999999999999;5.199999999999932;44;23.2;1014.3;44.0
2016-06-27;20160627;31.6;15.6;66;27;1019.3;1015.2;24.0;0.0;16.0;4.099999999999909;39;23.6;1017.25;46.5
2016-06-28;20160628;32.8;17.8;52;22;1017.0;1010.8;34.0;0.0;14.999999999999996;6.2000000000000455;30;25.299999999999997;1013.9;37.0
2016-06-29;20160629;30.7;18.7;63;25;1012.4;1008.2;31.0;0.0;12.0;4.199999999999932;38;24.7;1010.3;44.0
2016-06-30;20160630;31.7;16.4;57;21;1013.1;1010.7;26.0;0.0;15.3;2.3999999999999773;36;24.049999999999997;1011.9000000000001;39.0
2016-07-01;20160701;32.2;18.3;52;17;1014.2;1011.8;32.0;0.0;13.900000000000002;2.400000000000091;35;25.25;1013.0;34.5
2016-07-02;20160702;33.0;18.7;52;23;1015.9;1013.0;24.0;0.0;14.3;2.8999999999999773;29;25.85;1014.45;37.5
2016-07-03;20160703;34.8;19.1;60;20;1017.8;1012.3;29.0;0.0;15.699999999999996;5.5;40;26.95;1015.05;40.0
2016-07-04;20160704;32.5;19.6;50;21;1015.3;1010.6;45.0;0.0;12.899999999999999;4.699999999999932;29;26.05;1012.95;35.5
2016-07-05;20160705;31.8;16.6;72;25;1016.3;1014.1;27.0;0.0;15.2;2.199999999999932;47;24.200000000000003;1015.2;48.5
2016-07-06;20160706;33.4;16.5;82;26;1019.4;1012.4;47.0;0.4;16.9;7.0;56;24.95;1015.9;54.0
2016-07-07;20160707;29.9;14.9;94;33;1018.7;1014.5;56.0;10.4;14.999999999999998;4.2000000000000455;61;22.4;1016.6;63.5
2016-07-08;20160708;32.6;18.8;75;26;1019.7;1016.6;26.0;0.0;13.8;3.1000000000000227;49;25.700000000000003;1018.1500000000001;50.5
2016-07-09;20160709;34.7;19.7;65;20;1018.7;1012.5;21.0;0.0;15.000000000000004;6.2000000000000455;45;27.200000000000003;1015.6;42.5
2016-07-10;20160710;35.1;20.9;63;23;1013.8;1009.3;31.0;0.0;14.200000000000003;4.5;40;28.0;1011.55;43.0
2016-07-11;20160711;34.4;21.6;48;16;1010.7;1007.9;39.0;0.0;12.799999999999997;2.800000000000068;32;28.0;1009.3;32.0
2016-07-12;20160712;28.9;19.2;54;24;1013.8;1009.3;32.0;0.0;9.7;4.5;30;24.049999999999997;1011.55;39.0
2016-07-13;20160713;26.7;12.8;69;17;1020.6;1013.9;35.0;0.0;13.899999999999999;6.7000000000000455;52;19.75;1017.25;43.0
2016-07-14;20160714;28.6;10.2;68;13;1022.6;1018.4;35.0;0.0;18.400000000000002;4.2000000000000455;55;19.4;1020.5;40.5
2016-07-15;20160715;29.7;9.6;60;8;1022.1;1017.7;23.0;0.0;20.1;4.399999999999977;52;19.65;1019.9000000000001;34.0
2016-07-16;20160716;32.3;15.7;53;19;1019.7;1013.9;24.0;0.0;16.599999999999998;5.800000000000068;34;24.0;1016.8;36.0
2016-07-17;20160717;34.2;18.1;54;18;1017.2;1012.8;26.0;0.0;16.1;4.400000000000091;36;26.150000000000002;1015.0;36.0
2016-07-18;20160718;35.3;18.2;52;13;1016.9;1012.1;31.0;0.0;17.099999999999998;4.7999999999999545;39;26.75;1014.5;32.5
2016-07-19;20160719;34.7;20.7;46;16;1015.7;1012.1;31.0;0.0;14.000000000000004;3.6000000000000227;30;27.700000000000003;1013.9000000000001;31.0
2016-07-20;20160720;32.7;23.4;46;17;1015.0;1009.7;37.0;0.0;9.300000000000004;5.2999999999999545;29;28.05;1012.35;31.5
2016-07-21;20160721;33.2;18.6;40;15;1013.3;1009.2;32.0;0.0;14.600000000000001;4.099999999999909;25;25.900000000000002;1011.25;27.5
2016-07-22;20160722;29.7;20.2;49;26;1015.4;1008.8;34.0;0.0;9.5;6.600000000000023;23;24.95;1012.0999999999999;37.5
2016-07-23;20160723;29.0;13.7;73;26;1018.5;1015.2;32.0;0.0;15.3;3.2999999999999545;47;21.35;1016.85;49.5
2016-07-24;20160724;32.3;14.1;74;22;1018.4;1014.1;26.0;0.0;18.199999999999996;4.2999999999999545;52;23.2;1016.25;48.0
2016-07-25;20160725;33.8;18.8;48;10;1017.2;1013.8;32.0;0.0;14.999999999999996;3.400000000000091;38;26.299999999999997;1015.5;29.0
2016-07-26;20160726;35.1;19.4;42;17;1017.0;1012.0;32.0;0.0;15.700000000000003;5.0;25;27.25;1014.5;29.5
2016-07-27;20160727;35.7;23.3;46;17;1014.4;1011.2;35.0;0.0;12.400000000000002;3.199999999999932;29;29.5;1012.8;31.5
2016-07-28;20160728;35.6;20.7;44;20;1015.1;1011.0;31.0;0.0;14.900000000000002;4.100000000000023;24;28.15;1013.05;32.0
2016-07-29;20160729;35.4;22.4;43;14;1013.1;1008.8;37.0;0.0;13.0;4.300000000000068;29;28.9;1010.95;28.5
2016-07-30;20160730;33.2;22.4;43;13;1011.9;1008.9;44.0;0.0;10.800000000000004;3.0;30;27.8;1010.4;28.0
2016-07-31;20160731;31.1;18.9;50;17;1014.9;1011.3;39.0;0.0;12.200000000000003;3.6000000000000227;33;25.0;1013.0999999999999;33.5
2016-08-01;20160801;32.4;17.9;64;25;1017.0;1013.7;29.0;0.0;14.5;3.2999999999999545;39;25.15;1015.35;44.5
2016-08-02;20160802;34.3;20.1;53;16;1017.4;1013.0;26.0;0.0;14.199999999999996;4.399999999999977;37;27.2;1015.2;34.5
2016-08-03;20160803;35.8;19.1;46;12;1014.7;1009.0;29.0;0.0;16.699999999999996;5.7000000000000455;34;27.45;1011.85;29.0
2016-08-04;20160804;33.2;21.3;47;19;1012.1;1009.3;40.0;0.0;11.900000000000002;2.800000000000068;28;27.25;1010.7;33.0
2016-08-05;20160805;31.4;17.3;75;21;1019.4;1012.0;32.0;0.0;14.099999999999998;7.399999999999977;54;24.35;1015.7;48.0
2016-08-06;20160806;34.2;14.6;53;11;1022.1;1018.4;29.0;0.0;19.6;3.7000000000000455;42;24.400000000000002;1020.25;32.0
2016-08-07;20160807;35.1;16.8;45;11;1022.7;1017.6;29.0;0.0;18.3;5.100000000000023;34;25.950000000000003;1020.1500000000001;28.0
2016-08-08;20160808;34.1;18.4;39;17;1021.0;1015.9;26.0;0.0;15.700000000000003;5.100000000000023;22;26.25;1018.45;28.0
2016-08-09;20160809;30.6;18.7;71;22;1017.3;1011.9;44.0;0.8;11.900000000000002;5.399999999999977;49;24.65;1014.5999999999999;46.5
2016-08-10;20160810;26.7;13.9;69;22;1019.4;1016.0;37.0;0.0;12.799999999999999;3.3999999999999773;47;20.3;1017.7;45.5
2016-08-11;20160811;28.8;12.1;47;12;1022.0;1018.8;24.0;0.0;16.700000000000003;3.2000000000000455;35;20.45;1020.4;29.5
2016-08-12;20160812;30.8;14.8;61;20;1023.5;1019.1;23.0;0.0;16.0;4.399999999999977;41;22.8;1021.3;40.5
2016-08-13;20160813;33.1;17.1;59;21;1021.1;1016.5;24.0;0.0;16.0;4.600000000000023;38;25.1;1018.8;40.0
2016-08-14;20160814;32.7;17.3;58;18;1019.3;1014.1;24.0;0.0;15.400000000000002;5.199999999999932;40;25.0;1016.7;38.0
2016-08-15;20160815;31.9;17.3;59;24;1016.9;1011.3;35.0;0.0;14.599999999999998;5.600000000000023;35;24.6;1014.0999999999999;41.5
2016-08-16;20160816;30.9;17.9;55;26;1014.4;1009.5;35.0;0.0;13.0;4.899999999999977;29;24.4;1011.95;40.5
2016-08-17;20160817;30.6;17.8;53;16;1011.8;1009.3;29.0;0.0;12.8;2.5;37;24.200000000000003;1010.55;34.5
2016-08-18;20160818;32.1;17.5;65;24;1010.5;1006.9;27.0;0.0;14.600000000000001;3.6000000000000227;41;24.8;1008.7;44.5
2016-08-19;20160819;32.9;17.9;45;23;1009.7;1007.2;31.0;0.0;15.0;2.5;22;25.4;1008.45;34.0
2016-08-20;20160820;30.7;20.1;65;28;1016.2;1009.6;27.0;0.0;10.599999999999998;6.600000000000023;37;25.4;1012.9000000000001;46.5
