;date;T. Max.;T. Min.;H. Max.;H. Min.;P. Max.;P. Min.;Vel.;Precipitación;T. Amp.;P. Amp.;H. Amp.;T. med1.;P. med1.;H. med1.;Prec. Acumulado;Cuenta_lluvia;Cuenta_sequía;Regresión T. med1.;Regresión T. Max.;Regresión T. Min.;Regresión T. Amp.
2016-07-01;20160701;32.2;18.3;52;17;1014.2;1011.8;32.0;0.0;13.900000000000002;2.400000000000091;35;25.25;1013.0;34.5;0.0;0;15;13.56732931054177;18.82499723354913;8.299191698289025;10.525805535260101
2016-07-02;20160702;33.0;18.7;52;23;1015.9;1013.0;24.0;0.0;14.3;2.8999999999999773;29;25.85;1014.45;37.5;0.0;0;16;13.56802623137967;18.825768996872164;8.29981064332495;10.525958353547209
2016-07-03;20160703;34.8;19.1;60;20;1017.8;1012.3;29.0;0.0;15.699999999999996;5.5;40;26.95;1015.05;40.0;0.0;0;17;13.568723152217572;18.826540760195194;8.300429588360876;10.526111171834316
2016-07-04;20160704;32.5;19.6;50;21;1015.3;1010.6;45.0;0.0;12.899999999999999;4.699999999999932;29;26.05;1012.95;35.5;0.0;0;18;13.569420073055474;18.827312523518227;8.3010485333968;10.526263990121423
2016-07-05;20160705;31.8;16.6;72;25;1016.3;1014.1;27.0;0.0;15.2;2.199999999999932;47;24.200000000000003;1015.2;48.5;0.0;0;19;13.570116993893375;18.82808428684126;8.301667478432725;10.52641680840853
2016-07-06;20160706;33.4;16.5;82;26;1019.4;1012.4;47.0;0.4;16.9;7.0;56;24.95;1015.9;54.0;1;1;0;13.570813914731277;18.82885605016429;8.30228642346865;10.526569626695638
2016-07-07;20160707;29.9;14.9;94;33;1018.7;1014.5;56.0;10.4;14.999999999999998;4.2000000000000455;61;22.4;1016.6;63.5;1;2;0;13.571510835569178;18.829627813487324;8.302905368504575;10.526722444982745
2016-07-08;20160708;32.6;18.8;75;26;1019.7;1016.6;26.0;0.0;13.8;3.1000000000000227;49;25.700000000000003;1018.1500000000001;50.5;0.0;0;1;13.572207756407078;18.830399576810358;8.303524313540501;10.526875263269853
2016-07-09;20160709;34.7;19.7;65;20;1018.7;1012.5;21.0;0.0;15.000000000000004;6.2000000000000455;45;27.200000000000003;1015.6;42.5;0.0;0;2;13.57290467724498;18.831171340133388;8.304143258576426;10.52702808155696
2016-07-10;20160710;35.1;20.9;63;23;1013.8;1009.3;31.0;0.0;14.200000000000003;4.5;40;28.0;1011.55;43.0;0.0;0;3;13.573601598082881;18.83194310345642;8.304762203612352;10.527180899844067
2016-07-11;20160711;34.4;21.6;48;16;1010.7;1007.9;39.0;0.0;12.799999999999997;2.800000000000068;32;28.0;1009.3;32.0;0.0;0;4;13.574298518920783;18.832714866779455;8.305381148648276;10.527333718131175
2016-07-12;20160712;28.9;19.2;54;24;1013.8;1009.3;32.0;0.0;9.7;4.5;30;24.049999999999997;1011.55;39.0;0.0;0;5;13.574995439758684;18.833486630102485;8.306000093684201;10.527486536418282
2016-07-13;20160713;26.7;12.8;69;17;1020.6;1013.9;35.0;0.0;13.899999999999999;6.7000000000000455;52;19.75;1017.25;43.0;0.0;0;6;13.575692360596586;18.834258393425518;8.306619038720127;10.527639354705387
2016-07-14;20160714;28.6;10.2;68;13;1022.6;1018.4;35.0;0.0;18.400000000000002;4.2000000000000455;55;19.4;1020.5;40.5;0.0;0;7;13.576389281434485;18.83503015674855;8.307237983756051;10.527792172992495
2016-07-15;20160715;29.7;9.6;60;8;1022.1;1017.7;23.0;0.0;20.1;4.399999999999977;52;19.65;1019.9000000000001;34.0;0.0;0;8;13.577086202272387;18.83580192007158;8.307856928791978;10.527944991279602
2016-07-16;20160716;32.3;15.7;53;19;1019.7;1013.9;24.0;0.0;16.599999999999998;5.800000000000068;34;24.0;1016.8;36.0;0.0;0;9;13.577783123110288;18.836573683394615;8.308475873827902;10.52809780956671
2016-07-17;20160717;34.2;18.1;54;18;1017.2;1012.8;26.0;0.0;16.1;4.400000000000091;36;26.150000000000002;1015.0;36.0;0.0;0;10;13.57848004394819;18.83734544671765;8.309094818863828;10.528250627853817
2016-07-18;20160718;35.3;18.2;52;13;1016.9;1012.1;31.0;0.0;17.099999999999998;4.7999999999999545;39;26.75;1014.5;32.5;0.0;0;11;13.579176964786091;18.83811721004068;8.309713763899753;10.528403446140924
2016-07-19;20160719;34.7;20.7;46;16;1015.7;1012.1;31.0;0.0;14.000000000000004;3.6000000000000227;30;27.700000000000003;1013.9000000000001;31.0;0.0;0;12;13.579873885623993;18.838888973363712;8.310332708935679;10.528556264428031
2016-07-20;20160720;32.7;23.4;46;17;1015.0;1009.7;37.0;0.0;9.300000000000004;5.2999999999999545;29;28.05;1012.35;31.5;0.0;0;13;13.580570806461893;18.839660736686746;8.310951653971603;10.528709082715139
2016-07-21;20160721;33.2;18.6;40;15;1013.3;1009.2;32.0;0.0;14.600000000000001;4.099999999999909;25;25.900000000000002;1011.25;27.5;0.0;0;14;13.581267727299794;18.840432500009776;8.311570599007528;10.528861901002246
2016-07-22;20160722;29.7;20.2;49;26;1015.4;1008.8;34.0;0.0;9.5;6.600000000000023;23;24.95;1012.0999999999999;37.5;0.0;0;15;13.581964648137696;18.84120426333281;8.312189544043454;10.529014719289354
2016-07-23;20160723;29.0;13.7;73;26;1018.5;1015.2;32.0;0.0;15.3;3.2999999999999545;47;21.35;1016.85;49.5;0.0;0;16;13.582661568975597;18.841976026655843;8.312808489079378;10.52916753757646
2016-07-24;20160724;32.3;14.1;74;22;1018.4;1014.1;26.0;0.0;18.199999999999996;4.2999999999999545;52;23.2;1016.25;48.0;0.0;0;17;13.583358489813499;18.842747789978873;8.313427434115304;10.529320355863568
2016-07-25;20160725;33.8;18.8;48;10;1017.2;1013.8;32.0;0.0;14.999999999999996;3.400000000000091;38;26.299999999999997;1015.5;29.0;0.0;0;18;13.5840554106514;18.843519553301906;8.314046379151229;10.529473174150674
2016-07-26;20160726;35.1;19.4;42;17;1017.0;1012.0;32.0;0.0;15.700000000000003;5.0;25;27.25;1014.5;29.5;0.0;0;19;13.5847523314893;18.84429131662494;8.314665324187155;10.529625992437781
2016-07-27;20160727;35.7;23.3;46;17;1014.4;1011.2;35.0;0.0;12.400000000000002;3.199999999999932;29;29.5;1012.8;31.5;0.0;0;20;13.585449252327201;18.845063079947973;8.31528426922308;10.529778810724888
2016-07-28;20160728;35.6;20.7;44;20;1015.1;1011.0;31.0;0.0;14.900000000000002;4.100000000000023;24;28.15;1013.05;32.0;0.0;0;21;13.586146173165103;18.845834843271003;8.315903214259004;10.529931629011996
2016-07-29;20160729;35.4;22.4;43;14;1013.1;1008.8;37.0;0.0;13.0;4.300000000000068;29;28.9;1010.95;28.5;0.0;0;22;13.586843094003004;18.846606606594037;8.31652215929493;10.530084447299103
2016-07-30;20160730;33.2;22.4;43;13;1011.9;1008.9;44.0;0.0;10.800000000000004;3.0;30;27.8;1010.4;28.0;0.0;0;23;13.587540014840906;18.84737836991707;8.317141104330855;10.53023726558621
2016-07-31;20160731;31.1;18.9;50;17;1014.9;1011.3;39.0;0.0;12.200000000000003;3.6000000000000227;33;25.0;1013.0999999999999;33.5;0.0;0;24;13.588236935678808;18.8481501332401;8.31776004936678;10.530390083873318
2016-08-01;20160801;32.4;17.9;64;25;1017.0;1013.7;29.0;0.0;14.5;3.2999999999999545;39;25.15;1015.35;44.5;0.0;0;25;13.588933856516709;18.848921896563134;8.318378994402705;10.530542902160425
2016-08-02;20160802;34.3;20.1;53;16;1017.4;1013.0;26.0;0.0;14.199999999999996;4.399999999999977;37;27.2;1015.2;34.5;0.0;0;26;13.589630777354609;18.849693659886167;8.318997939438631;10.530695720447532
2016-08-03;20160803;35.8;19.1;46;12;1014.7;1009.0;29.0;0.0;16.699999999999996;5.7000000000000455;34;27.45;1011.85;29.0;0.0;0;27;13.59032769819251;18.850465423209197;8.319616884474556;10.53084853873464
2016-08-04;20160804;33.2;21.3;47;19;1012.1;1009.3;40.0;0.0;11.900000000000002;2.800000000000068;28;27.25;1010.7;33.0;0.0;0;28;13.591024619030412;18.85123718653223;8.32023582951048;10.531001357021747
2016-08-05;20160805;31.4;17.3;75;21;1019.4;1012.0;32.0;0.0;14.099999999999998;7.399999999999977;54;24.35;1015.7;48.0;0.0;0;29;13.591721539868313;18.852008949855264;8.320854774546406;10.531154175308854
2016-08-06;20160806;34.2;14.6;53;11;1022.1;1018.4;29.0;0.0;19.6;3.7000000000000455;42;24.400000000000002;1020.25;32.0;0.0;0;30;13.592418460706215;18.852780713178294;8.32147371958233;10.53130699359596
2016-08-07;20160807;35.1;16.8;45;11;1022.7;1017.6;29.0;0.0;18.3;5.100000000000023;34;25.950000000000003;1020.1500000000001;28.0;0.0;0;31;13.593115381544116;18.853552476501328;8.322092664618257;10.531459811883067
2016-08-08;20160808;34.1;18.4;39;17;1021.0;1015.9;26.0;0.0;15.700000000000003;5.100000000000023;22;26.25;1018.45;28.0;0.0;0;32;13.593812302382016;18.85432423982436;8.322711609654181;10.531612630170175
2016-08-09;20160809;30.6;18.7;71;22;1017.3;1011.9;44.0;0.8;11.900000000000002;5.399999999999977;49;24.65;1014.5999999999999;46.5;1;1;0;13.594509223219918;18.85509600314739;8.323330554690108;10.531765448457282
2016-08-10;20160810;26.7;13.9;69;22;1019.4;1016.0;37.0;0.0;12.799999999999999;3.3999999999999773;47;20.3;1017.7;45.5;0.0;0;1;13.59520614405782;18.855867766470425;8.323949499726032;10.53191826674439
2016-08-11;20160811;28.8;12.1;47;12;1022.0;1018.8;24.0;0.0;16.700000000000003;3.2000000000000455;35;20.45;1020.4;29.5;0.0;0;2;13.59590306489572;18.85663952979346;8.324568444761958;10.532071085031497
2016-08-12;20160812;30.8;14.8;61;20;1023.5;1019.1;23.0;0.0;16.0;4.399999999999977;41;22.8;1021.3;40.5;0.0;0;3;13.596599985733622;18.85741129311649;8.325187389797883;10.532223903318604
2016-08-13;20160813;33.1;17.1;59;21;1021.1;1016.5;24.0;0.0;16.0;4.600000000000023;38;25.1;1018.8;40.0;0.0;0;4;13.597296906571524;18.858183056439522;8.325806334833807;10.532376721605711
2016-08-14;20160814;32.7;17.3;58;18;1019.3;1014.1;24.0;0.0;15.400000000000002;5.199999999999932;40;25.0;1016.7;38.0;0.0;0;5;13.597993827409423;18.858954819762555;8.326425279869733;10.532529539892819
2016-08-15;20160815;31.9;17.3;59;24;1016.9;1011.3;35.0;0.0;14.599999999999998;5.600000000000023;35;24.6;1014.0999999999999;41.5;0.0;0;6;13.598690748247325;18.859726583085585;8.327044224905658;10.532682358179926
2016-08-16;20160816;30.9;17.9;55;26;1014.4;1009.5;35.0;0.0;13.0;4.899999999999977;29;24.4;1011.95;40.5;0.0;0;7;13.599387669085226;18.86049834640862;8.327663169941584;10.532835176467033
2016-08-17;20160817;30.6;17.8;53;16;1011.8;1009.3;29.0;0.0;12.8;2.5;37;24.200000000000003;1010.55;34.5;0.0;0;8;13.600084589923128;18.861270109731652;8.328282114977508;10.53298799475414
2016-08-18;20160818;32.1;17.5;65;24;1010.5;1006.9;27.0;0.0;14.600000000000001;3.6000000000000227;41;24.8;1008.7;44.5;0.0;0;9;13.60078151076103;18.862041873054682;8.328901060013434;10.533140813041246
2016-08-19;20160819;32.9;17.9;45;23;1009.7;1007.2;31.0;0.0;15.0;2.5;22;25.4;1008.45;34.0;0.0;0;10;13.601478431598931;18.862813636377716;8.329520005049359;10.533293631328354
2016-08-20;20160820;30.7;20.1;65;28;1016.2;1009.6;27.0;0.0;10.599999999999998;6.600000000000023;37;25.4;1012.9000000000001;46.5;0.0;0;11;13.60217535243683;18.86358539970075;8.330138950085283;10.533446449615461
2016-08-21;20160821;31.8;15.1;63;21;1020.5;1016.5;26.0;0.0;16.700000000000003;4.0;42;23.45;1018.5;42.0;0.0;0;12;13.602872273274732;18.86435716302378;8.33075789512121;10.533599267902568
2016-08-22;20160822;34.0;17.2;48;22;1021.5;1017.4;26.0;0.0;16.8;4.100000000000023;26;25.6;1019.45;35.0;0.0;0;13;13.603569194112634;18.865128926346813;8.331376840157134;10.533752086189676
2016-08-23;20160823;34.5;19.6;59;22;1020.0;1014.6;24.0;0.0;14.899999999999999;5.399999999999977;37;27.05;1017.3;40.5;0.0;0;14;13.604266114950535;18.865900689669846;8.33199578519306;10.533904904476783
2016-08-24;20160824;32.8;18.8;59;15;1017.2;1012.4;24.0;0.0;13.999999999999996;4.800000000000068;44;25.799999999999997;1014.8;37.0;0.0;0;15;13.604963035788437;18.866672452992876;8.332614730228984;10.53405772276389
2016-08-25;20160825;32.8;17.3;46;14;1014.6;1010.7;27.0;0.0;15.499999999999996;3.8999999999999773;32;25.049999999999997;1012.6500000000001;30.0;0.0;0;16;13.605659956626338;18.86744421631591;8.33323367526491;10.534210541050998
2016-08-26;20160826;31.3;18.1;56;23;1014.8;1011.9;23.0;0.2;13.2;2.8999999999999773;33;24.700000000000003;1013.3499999999999;39.5;1;1;0;13.60635687746424;18.868215979638943;8.333852620300835;10.534363359338105
2016-08-27;20160827;33.1;18.9;56;21;1016.1;1013.4;34.0;0.0;14.200000000000003;2.7000000000000455;35;26.0;1014.75;38.5;0.0;0;1;13.60705379830214;18.868987742961973;8.33447156533676;10.534516177625212
2016-08-28;20160828;33.6;20.8;45;21;1016.3;1013.2;26.0;0.0;12.8;3.099999999999909;24;27.200000000000003;1014.75;33.0;0.0;0;2;13.607750719140041;18.869759506285007;8.335090510372686;10.53466899591232
2016-08-29;20160829;32.3;19.6;50;24;1016.5;1012.9;29.0;0.0;12.699999999999996;3.6000000000000227;26;25.95;1014.7;37.0;0.0;0;3;13.608447639977943;18.87053126960804;8.33570945540861;10.534821814199425
2016-08-30;20160830;30.8;15.6;62;29;1016.5;1012.1;26.0;0.0;15.200000000000001;4.399999999999977;33;23.2;1014.3;45.5;0.0;0;4;13.609144560815844;18.871303032931074;8.336328400444536;10.534974632486533
2016-08-31;20160831;31.3;18.4;69;20;1016.6;1013.9;27.0;0.0;12.900000000000002;2.7000000000000455;49;24.85;1015.25;44.5;0.0;0;5;13.609841481653746;18.872074796254104;8.33694734548046;10.53512745077364
2016-09-01;20160901;32.1;18.9;71;23;1020.1;1016.6;42.0;0.0;13.200000000000003;3.5;48;25.5;1018.35;47.0;0.0;0;6;13.610538402491647;18.872846559577138;8.337566290516387;10.535280269060747
2016-09-02;20160902;32.7;17.6;58;22;1020.5;1016.0;29.0;0.0;15.100000000000001;4.5;36;25.150000000000002;1018.25;40.0;0.0;0;7;13.611235323329547;18.87361832290017;8.338185235552311;10.535433087347855
2016-09-03;20160903;33.4;18.8;53;18;1018.9;1015.1;29.0;0.0;14.599999999999998;3.7999999999999545;35;26.1;1017.0;35.5;0.0;0;8;13.611932244167448;18.8743900862232;8.338804180588237;10.535585905634962
2016-09-04;20160904;34.4;19.6;47;20;1018.6;1015.7;32.0;0.0;14.799999999999997;2.8999999999999773;27;27.0;1017.1500000000001;33.5;0.0;0;9;13.61262916500535;18.875161849546235;8.339423125624162;10.53573872392207
2016-09-05;20160905;35.3;20.7;41;17;1020.0;1017.0;56.0;0.0;14.599999999999998;3.0;24;28.0;1018.5;29.0;0.0;0;10;13.613326085843251;18.875933612869268;8.340042070660086;10.535891542209177
2016-09-06;20160906;37.7;19.9;38;11;1018.7;1012.4;29.0;0.0;17.800000000000004;6.300000000000068;27;28.8;1015.55;24.5;0.0;0;11;13.614023006681153;18.876705376192298;8.340661015696012;10.536044360496284
2016-09-07;20160907;36.8;22.5;32;11;1013.3;1007.0;48.0;0.0;14.299999999999997;6.2999999999999545;21;29.65;1010.15;21.5;0.0;0;12;13.614719927519054;18.87747713951533;8.341279960731937;10.536197178783391
2016-09-08;20160908;31.7;19.2;56;15;1011.8;1008.9;27.0;0.0;12.5;2.8999999999999773;41;25.45;1010.3499999999999;35.5;0.0;0;13;13.615416848356954;18.878248902838365;8.341898905767863;10.536349997070499
2016-09-09;20160909;29.4;18.2;71;24;1013.5;1010.7;24.0;0.0;11.2;2.7999999999999545;47;23.799999999999997;1012.1;47.5;0.0;0;14;13.616113769194856;18.879020666161395;8.342517850803787;10.536502815357606
2016-09-10;20160910;30.3;16.9;55;22;1014.9;1011.7;26.0;0.0;13.400000000000002;3.199999999999932;33;23.6;1013.3;38.5;0.0;0;15;13.616810690032757;18.87979242948443;8.343136795839714;10.536655633644711
2016-09-11;20160911;30.4;18.3;57;24;1015.0;1011.6;27.0;0.0;12.099999999999998;3.3999999999999773;33;24.35;1013.3;40.5;0.0;0;16;13.617507610870659;18.880564192807462;8.343755740875638;10.536808451931819
2016-09-12;20160912;31.2;17.3;67;23;1013.4;1008.5;35.0;0.0;13.899999999999999;4.899999999999977;44;24.25;1010.95;45.0;0.0;0;17;13.61820453170856;18.881335956130492;8.344374685911562;10.536961270218926
2016-09-13;20160913;24.9;12.6;92;36;1011.8;1006.8;44.0;10.8;12.299999999999999;5.0;56;18.75;1009.3;64.0;1;1;0;13.618901452546462;18.882107719453526;8.344993630947489;10.537114088506033
2016-09-14;20160914;16.2;9.8;82;47;1015.6;1011.0;42.0;0.6;6.399999999999999;4.600000000000023;35;13.0;1013.3;64.5;1;2;0;13.619598373384363;18.88287948277656;8.345612575983413;10.53726690679314
2016-09-15;20160915;16.9;10.5;74;47;1017.4;1013.9;34.0;0.0;6.399999999999999;3.5;27;13.7;1015.65;60.5;0.0;0;1;13.620295294222263;18.88365124609959;8.34623152101934;10.537419725080248
2016-09-16;20160916;21.4;11.9;78;45;1023.2;1017.3;40.0;0.0;9.499999999999998;5.900000000000091;33;16.65;1020.25;61.5;0.0;0;2;13.620992215060165;18.884423009422623;8.346850466055264;10.537572543367355
2016-09-17;20160917;20.8;10.1;89;38;1023.2;1020.0;24.0;0.0;10.700000000000001;3.2000000000000455;51;15.45;1021.6;63.5;0.0;0;3;13.621689135898066;18.885194772745656;8.34746941109119;10.537725361654463
2016-09-18;20160918;23.1;8.8;76;30;1021.6;1018.0;35.0;0.0;14.3;3.6000000000000227;46;15.950000000000001;1019.8;53.0;0.0;0;4;13.622386056735968;18.885966536068686;8.348088356127114;10.53787817994157
2016-09-19;20160919;25.0;7.9;82;25;1021.3;1015.5;21.0;0.0;17.1;5.7999999999999545;57;16.45;1018.4;53.5;0.0;0;5;13.623082977573869;18.88673829939172;8.348707301163039;10.538030998228678
2016-09-20;20160920;25.1;11.7;62;21;1016.2;1011.9;39.0;0.0;13.400000000000002;4.300000000000068;41;18.4;1014.05;41.5;0.0;0;6;13.62377989841177;18.887510062714753;8.349326246198965;10.538183816515785
2016-09-21;20160921;26.1;11.9;64;22;1015.8;1012.9;31.0;0.0;14.200000000000001;2.8999999999999773;42;19.0;1014.3499999999999;43.0;0.0;0;7;13.62447681924967;18.888281826037783;8.34994519123489;10.538336634802892
2016-09-22;20160922;26.4;12.2;53;22;1018.5;1015.3;35.0;0.0;14.2;3.2000000000000455;31;19.299999999999997;1016.9;37.5;0.0;0;8;13.625173740087572;18.889053589360817;8.350564136270815;10.538489453089998
2016-09-23;20160923;26.0;13.4;53;23;1022.0;1018.6;29.0;0.0;12.6;3.3999999999999773;30;19.7;1020.3;38.0;0.0;0;9;13.625870660925473;18.88982535268385;8.35118308130674;10.538642271377105
2016-09-24;20160924;25.4;11.4;68;22;1021.6;1016.8;31.0;0.0;13.999999999999998;4.800000000000068;46;18.4;1019.2;45.0;0.0;0;10;13.626567581763375;18.89059711600688;8.351802026342666;10.538795089664212
2016-09-25;20160925;25.4;14.1;65;29;1019.6;1016.5;24.0;0.0;11.299999999999999;3.1000000000000227;36;19.75;1018.05;47.0;0.0;0;11;13.627264502601276;18.891368879329914;8.35242097137859;10.53894790795132
2016-09-26;20160926;24.9;14.8;69;28;1020.6;1016.7;29.0;0.0;10.099999999999998;3.8999999999999773;41;19.85;1018.6500000000001;48.5;0.0;0;12;13.627961423439178;18.892140642652947;8.353039916414517;10.539100726238427
2016-09-27;20160927;27.2;11.8;58;30;1024.6;1020.7;27.0;0.0;15.399999999999999;3.8999999999998636;28;19.5;1022.65;44.0;0.0;0;13;13.628658344277078;18.892912405975977;8.353658861450441;10.539253544525534
2016-09-28;20160928;24.7;11.7;79;34;1027.4;1024.5;31.0;0.0;13.0;2.900000000000091;45;18.2;1025.95;56.5;0.0;0;14;13.62935526511498;18.89368416929901;8.354277806486365;10.539406362812642
2016-09-29;20160929;23.9;10.5;79;30;1027.6;1020.3;24.0;0.0;13.399999999999999;7.2999999999999545;49;17.2;1023.9499999999999;54.5;0.0;0;15;13.63005218595288;18.894455932622044;8.354896751522292;10.539559181099749
2016-09-30;20160930;24.2;10.9;86;28;1020.3;1013.7;24.0;0.0;13.299999999999999;6.599999999999909;58;17.55;1017.0;57.0;0.0;0;16;13.630749106790782;18.895227695945074;8.355515696558216;10.539711999386856
2016-10-01;20161001;24.7;13.1;50;32;1014.2;1010.2;29.0;0.0;11.6;4.0;18;18.9;1012.2;41.0;0.0;0;17;13.631446027628684;18.895999459268108;8.356134641594142;10.539864817673964
2016-10-02;20161002;23.9;12.1;65;30;1016.4;1012.3;32.0;0.0;11.799999999999999;4.100000000000023;35;18.0;1014.3499999999999;47.5;0.0;0;18;13.632142948466585;18.89677122259114;8.356753586630067;10.540017635961071
2016-10-03;20161003;26.3;11.9;64;30;1019.8;1016.5;24.0;0.0;14.4;3.2999999999999545;34;19.1;1018.15;47.0;0.0;0;19;13.632839869304487;18.89754298591417;8.357372531665993;10.540170454248178
2016-10-04;20161004;26.6;12.0;74;26;1020.4;1016.6;24.0;0.0;14.600000000000001;3.7999999999999545;48;19.3;1018.5;50.0;0.0;0;20;13.633536790142387;18.898314749237205;8.357991476701917;10.540323272535284
2016-10-05;20161005;26.1;14.1;57;31;1018.1;1012.9;23.0;0.0;12.000000000000002;5.2000000000000455;26;20.1;1015.5;44.0;0.0;0;21;13.634233710980288;18.89908651256024;8.358610421737842;10.540476090822391
2016-10-06;20161006;25.4;14.7;50;18;1012.9;1007.5;31.0;0.0;10.7;5.399999999999977;32;20.049999999999997;1010.2;34.0;0.0;0;22;13.63493063181819;18.89985827588327;8.359229366773768;10.540628909109499
2016-10-07;20161007;24.8;9.8;61;17;1016.0;1010.6;21.0;0.0;15.0;5.399999999999977;44;17.3;1013.3;39.0;0.0;0;23;13.635627552656091;18.900630039206302;8.359848311809692;10.540781727396606
2016-10-08;20161008;25.2;11.9;34;16;1017.5;1014.8;24.0;0.0;13.299999999999999;2.7000000000000455;18;18.55;1016.15;25.0;0.0;0;24;13.636324473493993;18.901401802529335;8.360467256845618;10.540934545683713
2016-10-09;20161009;25.3;12.1;60;26;1017.0;1013.8;26.0;0.0;13.200000000000001;3.2000000000000455;34;18.7;1015.4;43.0;0.0;0;25;13.637021394331894;18.902173565852365;8.361086201881543;10.54108736397082
2016-10-10;20161010;22.8;7.9;74;25;1017.6;1014.0;32.0;0.0;14.9;3.6000000000000227;49;15.350000000000001;1015.8;49.5;0.0;0;26;13.637718315169794;18.9029453291754;8.361705146917469;10.541240182257928
2016-10-11;20161011;22.6;8.1;58;24;1016.0;1008.2;27.0;0.0;14.500000000000002;7.7999999999999545;34;15.350000000000001;1012.1;41.0;0.0;0;27;13.638415236007695;18.903717092498432;8.362324091953393;10.541393000545035
2016-10-12;20161012;14.6;9.2;96;41;1008.5;1003.1;26.0;10.4;5.4;5.399999999999977;55;11.899999999999999;1005.8;68.5;1;1;0;13.639112156845597;18.904488855821466;8.362943036989318;10.541545818832143
2016-10-13;20161013;12.9;9.8;97;75;1003.2;1000.4;19.0;14.4;3.0999999999999996;2.800000000000068;22;11.350000000000001;1001.8;86.0;1;2;0;13.639809077683498;18.905260619144496;8.363561982025244;10.54169863711925
2016-10-14;20161014;16.9;9.5;97;59;1011.1;1003.0;23.0;1.6;7.399999999999999;8.100000000000023;38;13.2;1007.05;78.0;1;3;0;13.6405059985214;18.90603238246753;8.364180927061168;10.541851455406357
2016-10-15;20161015;16.5;5.9;93;53;1017.5;1011.2;24.0;0.0;10.6;6.2999999999999545;40;11.2;1014.35;73.0;0.0;0;1;13.641202919359301;18.906804145790563;8.364799872097095;10.542004273693465
2016-10-16;20161016;18.5;7.8;85;50;1020.6;1017.5;21.0;0.0;10.7;3.1000000000000227;35;13.15;1019.05;67.5;0.0;0;2;13.641899840197201;18.907575909113593;8.365418817133019;10.54215709198057
2016-10-17;20161017;16.1;12.2;93;70;1024.9;1019.7;11.0;2.6;3.900000000000002;5.2000000000000455;23;14.15;1022.3000000000001;81.5;1;1;0;13.642596761035103;18.908347672436626;8.366037762168945;10.542309910267678
2016-10-18;20161018;18.8;10.6;96;61;1026.3;1023.3;16.0;3.4;8.200000000000001;3.0;35;14.7;1024.8;78.5;1;2;0;13.643293681873004;18.90911943575966;8.36665670720487;10.542462728554785
2016-10-19;20161019;17.7;12.5;96;73;1023.8;1017.2;13.0;8.4;5.199999999999999;6.599999999999909;23;15.1;1020.5;84.5;1;3;0;13.643990602710906;18.90989119908269;8.367275652240796;10.542615546841892
2016-10-20;20161020;17.3;11.2;95;61;1017.7;1012.7;15.0;0.0;6.100000000000001;5.0;34;14.25;1015.2;78.0;0.0;0;1;13.644687523548807;18.910662962405723;8.36789459727672;10.542768365129
2016-10-21;20161021;17.9;7.8;96;66;1013.9;1010.9;15.0;0.0;10.099999999999998;3.0;30;12.85;1012.4;81.0;0.0;0;2;13.645384444386709;18.911434725728757;8.368513542312645;10.542921183416107
2016-10-22;20161022;13.9;10.9;96;88;1011.4;1006.4;26.0;9.8;3.0;5.0;8;12.4;1008.9;92.0;1;1;0;13.646081365224608;18.912206489051787;8.36913248734857;10.543074001703214
2016-10-23;20161023;13.4;9.7;97;82;1009.3;1002.5;48.0;12.0;3.700000000000001;6.7999999999999545;15;11.55;1005.9;89.5;1;2;0;13.64677828606251;18.91297825237482;8.369751432384495;10.543226819990322
2016-10-24;20161024;12.8;9.1;97;86;1015.9;1008.1;23.0;6.0;3.700000000000001;7.7999999999999545;11;10.95;1012.0;91.5;1;3;0;13.647475206900411;18.913750015697854;8.370370377420421;10.543379638277429
2016-10-25;20161025;20.4;9.8;94;53;1021.7;1015.7;40.0;0.8;10.599999999999998;6.0;41;15.1;1018.7;73.5;1;4;0;13.648172127738313;18.914521779020884;8.370989322456346;10.543532456564536
2016-10-26;20161026;25.0;11.4;94;41;1025.6;1021.5;18.0;0.0;13.6;4.099999999999909;53;18.2;1023.55;67.5;0.0;0;1;13.648869048576215;18.915293542343917;8.371608267492272;10.543685274851644
2016-10-27;20161027;24.2;12.8;86;41;1026.8;1024.3;16.0;0.0;11.399999999999999;2.5;45;18.5;1025.55;63.5;0.0;0;2;13.649565969414116;18.91606530566695;8.372227212528196;10.543838093138751
2016-10-28;20161028;22.6;11.4;87;58;1029.8;1026.4;15.0;0.0;11.200000000000001;3.3999999999998636;29;17.0;1028.1;72.5;0.0;0;3;13.650262890252016;18.91683706898998;8.37284615756412;10.543990911425857
2016-10-29;20161029;24.3;10.2;93;21;1029.0;1024.4;13.0;0.0;14.100000000000001;4.599999999999909;72;17.25;1026.7;57.0;0.0;0;4;13.650959811089917;18.917608832313014;8.373465102600047;10.544143729712964
2016-10-30;20161030;25.1;9.2;52;13;1025.3;1019.9;16.0;0.0;15.900000000000002;5.399999999999977;39;17.15;1022.5999999999999;32.5;0.0;0;5;13.651656731927819;18.918380595636048;8.374084047635971;10.544296548000071
2016-10-31;20161031;23.2;9.5;59;22;1022.3;1019.1;18.0;0.0;13.7;3.199999999999932;37;16.35;1020.7;40.5;0.0;0;6;13.65235365276572;18.919152358959078;8.374702992671898;10.544449366287179
